PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1,CP,CE,SE
0.04,1.38,0.92,2.26,2.06,2.26,8.63,,,,,,,,,,
0.04,1.39,0.93,2.26,2.06,2.25,8.74,,,,,,,,,,
0.05,1.4,0.94,2.26,2.07,2.24,8.84,0.55,2.8,24.05,25.8,25.74,27.46,0.9,4.52,86.5,87.23
0.05,1.41,0.95,2.27,2.08,2.24,8.95,,,,,,,,,,
0.05,1.42,0.96,2.27,2.08,2.23,9.06,,,,,,,,,,
0.06,1.43,0.97,2.27,2.09,2.22,9.17,,,,,,,,,,
0.06,1.44,0.98,2.27,2.1,2.21,9.27,,,,,,,,,,
0.06,1.45,0.99,2.28,2.11,2.21,9.38,,,,,,,,,,
0.07,1.46,1.0,2.28,2.11,2.2,9.49,,,,,,,,,,
0.07,1.47,1.01,2.28,2.12,2.19,9.59,,,,,,,,,,
0.07,1.48,1.02,2.28,2.13,2.19,9.7,,,,,,,,,,
0.08,1.49,1.03,2.28,2.13,2.18,9.8,,,,,,,,,,
0.08,1.49,1.04,2.29,2.14,2.17,9.91,0.58,2.89,,,,,,,,
0.09,1.5,1.05,2.29,2.15,2.16,10.02,,,,,,,,,,
0.09,1.51,1.06,2.29,2.15,2.16,10.12,,,,,,,,,,
0.09,1.52,1.06,2.29,2.16,2.15,10.22,,,,,,,,,,
0.1,1.53,1.07,2.29,2.17,2.14,10.33,,,,,,,,,,
0.1,1.54,1.08,2.29,2.17,2.13,10.43,,,,,,,,,,
0.11,1.55,1.09,2.29,2.18,2.13,10.54,,,,,,,,,,
0.11,1.56,1.1,2.3,2.19,2.12,10.64,,,,,,,,,,
0.12,1.57,1.11,2.3,2.19,2.11,10.74,,,,,,,,,,
0.12,1.58,1.12,2.3,2.2,2.1,10.85,,,,,,,,,,
0.12,1.58,1.13,2.3,2.2,2.09,10.95,0.62,2.98,,,,,,,,
0.13,1.59,1.14,2.3,2.21,2.09,11.05,,,,,,,,,,
0.13,1.6,1.15,2.3,2.22,2.08,11.15,,,,,,,,,,
0.14,1.61,1.16,2.3,2.22,2.07,11.25,,,,,,,,,,
0.15,1.62,1.17,2.3,2.23,2.06,11.35,,,,,,,,,,
0.15,1.63,1.18,2.3,2.23,2.05,11.45,,,,,,,,,,
0.16,1.64,1.19,2.3,2.24,2.04,11.55,,,,,,,,,,
0.16,1.64,1.2,2.3,2.24,2.04,11.65,,,,,,,,,,
0.17,1.65,1.21,2.3,2.25,2.03,11.75,,,,,,,,,,
0.17,1.66,1.22,2.3,2.25,2.02,11.85,,,,,,,,,,
0.18,1.67,1.23,2.3,2.26,2.01,11.95,0.68,3.07,,,,,,,,
0.18,1.68,1.24,2.3,2.26,2.0,12.05,,,,,,,,,,
0.19,1.69,1.25,2.3,2.27,1.99,12.14,,,,,,,,,,
0.2,1.69,1.26,2.3,2.27,1.98,12.24,,,,,,,,,,
0.2,1.7,1.27,2.3,2.28,1.98,12.34,,,,,,,,,,
0.21,1.71,1.28,2.3,2.28,1.97,12.43,,,,,,,,,,
0.21,1.72,1.29,2.3,2.29,1.96,12.53,,,,,,,,,,
0.22,1.73,1.3,2.29,2.29,1.95,12.62,,,,,,,,,,
0.23,1.73,1.31,2.29,2.3,1.94,12.72,,,,,,,,,,
0.23,1.74,1.32,2.29,2.3,1.93,12.81,,,,,,,,,,
0.24,1.75,1.33,2.29,2.31,1.92,12.9,0.74,3.15,,,,,,,,
0.25,1.76,1.34,2.29,2.31,1.91,13.0,,,,,,,,,,
0.25,1.76,1.35,2.29,2.31,1.9,13.09,,,,,,,,,,
0.26,1.77,1.36,2.29,2.32,1.9,13.18,,,,,,,,,,
0.27,1.78,1.37,2.28,2.32,1.89,13.27,,,,,,,,,,
0.27,1.79,1.38,2.28,2.33,1.88,13.36,,,,,,,,,,
0.28,1.79,1.39,2.28,2.33,1.87,13.45,,,,,,,,,,
0.29,1.8,1.4,2.28,2.33,1.86,13.54,,,,,,,,,,
0.29,1.81,1.41,2.28,2.34,1.85,13.63,,,,,,,,,,
0.3,1.81,1.42,2.27,2.34,1.84,13.72,,,,,,,,,,
0.31,1.82,1.43,2.27,2.34,1.83,13.81,0.81,3.22,,,,,,,,
0.31,1.83,1.44,2.27,2.35,1.82,13.89,,,,,,,,,,
0.32,1.83,1.45,2.27,2.35,1.81,13.98,,,,,,,,,,
0.33,1.84,1.46,2.27,2.35,1.8,14.07,,,,,,,,,,
0.34,1.85,1.47,2.26,2.36,1.79,14.15,,,,,,,,,,
0.34,1.85,1.48,2.26,2.36,1.78,14.23,,,,,,,,,,
0.35,1.86,1.49,2.26,2.36,1.77,14.32,,,,,,,,,,
0.36,1.87,1.5,2.25,2.36,1.76,14.4,,,,,,,,,,
0.37,1.87,1.51,2.25,2.37,1.75,14.48,,,,,,,,,,
0.37,1.88,1.52,2.25,2.37,1.74,14.56,,,,,,,,,,
0.38,1.89,1.53,2.24,2.37,1.73,14.65,0.88,3.29,,,,,,,,
0.39,1.89,1.54,2.24,2.37,1.72,14.73,,,,,,,,,,
0.4,1.9,1.55,2.24,2.38,1.71,14.8,,,,,,,,,,
0.41,1.9,1.56,2.23,2.38,1.7,14.88,,,,,,,,,,
0.41,1.91,1.57,2.23,2.38,1.7,14.96,,,,,,,,,,
0.42,1.92,1.58,2.23,2.38,1.69,15.04,,,,,,,,,,
0.43,1.92,1.58,2.22,2.38,1.68,15.11,,,,,,,,,,
0.44,1.93,1.59,2.22,2.39,1.67,15.19,,,,,,,,,,
0.45,1.93,1.6,2.22,2.39,1.66,15.26,,,,,,,,,,
0.46,1.94,1.61,2.21,2.39,1.65,15.34,,,,,,,,,,
0.46,1.94,1.62,2.21,2.39,1.64,15.41,0.96,3.34,,,,,,,,
0.47,1.95,1.63,2.2,2.39,1.63,15.48,,,,,,,,,,
0.48,1.95,1.64,2.2,2.39,1.62,15.56,,,,,,,,,,
0.49,1.96,1.65,2.19,2.39,1.61,15.63,,,,,,,,,,
0.5,1.97,1.66,2.19,2.4,1.6,15.7,,,,,,,,,,
0.51,1.97,1.67,2.18,2.4,1.59,15.77,,,,,,,,,,
0.52,1.97,1.67,2.18,2.4,1.58,15.83,,,,,,,,,,
0.52,1.98,1.68,2.18,2.4,1.57,15.9,,,,,,,,,,
0.53,1.98,1.69,2.17,2.4,1.56,15.97,,,,,,,,,,
0.54,1.99,1.7,2.17,2.4,1.55,16.03,,,,,,,,,,
0.55,1.99,1.71,2.16,2.4,1.54,16.1,1.05,3.39,,,,,,,,
0.56,2.0,1.72,2.16,2.4,1.53,16.16,,,,,,,,,,
0.57,2.0,1.73,2.15,2.4,1.52,16.22,,,,,,,,,,
0.58,2.01,1.74,2.14,2.4,1.51,16.29,,,,,,,,,,
0.59,2.01,1.74,2.14,2.4,1.5,16.35,,,,,,,,,,
0.6,2.01,1.75,2.13,2.4,1.49,16.41,,,,,,,,,,
0.61,2.02,1.76,2.13,2.4,1.48,16.47,,,,,,,,,,
0.61,2.02,1.77,2.12,2.4,1.47,16.53,,,,,,,,,,
0.62,2.03,1.78,2.12,2.4,1.46,16.58,,,,,,,,,,
0.63,2.03,1.78,2.11,2.4,1.45,16.64,,,,,,,,,,
0.64,2.03,1.79,2.11,2.4,1.44,16.69,1.14,3.43,,,,,,,,
0.65,2.04,1.8,2.1,2.4,1.43,16.75,,,,,,,,,,
0.66,2.04,1.81,2.09,2.4,1.42,16.8,,,,,,,,,,
0.67,2.04,1.82,2.09,2.4,1.41,16.86,,,,,,,,,,
0.68,2.05,1.82,2.08,2.39,1.4,16.91,,,,,,,,,,
0.69,2.05,1.83,2.07,2.39,1.39,16.96,,,,,,,,,,
0.7,2.05,1.84,2.07,2.39,1.38,17.01,,,,,,,,,,
0.71,2.06,1.85,2.06,2.39,1.37,17.06,,,,,,,,,,
0.72,2.06,1.86,2.06,2.39,1.36,17.1,,,,,,,,,,
0.73,2.06,1.86,2.05,2.39,1.35,17.15,,,,,,,,,,
0.74,2.06,1.87,2.04,2.39,1.34,17.2,1.24,3.46,24.74,26.46,26.67,27.24,0.97,4.87,89.82,90.93
0.75,2.07,1.88,2.04,2.38,1.33,17.24,,,,,,,,,,
0.76,2.07,1.88,2.03,2.38,1.32,17.28,,,,,,,,,,
0.77,2.07,1.89,2.02,2.38,1.31,17.33,,,,,,,,,,
0.78,2.07,1.9,2.01,2.38,1.3,17.37,,,,,,,,,,
0.79,2.08,1.91,2.01,2.38,1.29,17.41,,,,,,,,,,
0.8,2.08,1.91,2.0,2.38,1.28,17.45,,,,,,,,,,
0.81,2.08,1.92,1.99,2.37,1.27,17.48,,,,,,,,,,
0.82,2.08,1.93,1.99,2.37,1.26,17.52,,,,,,,,,,
0.83,2.08,1.93,1.98,2.37,1.25,17.56,,,,,,,,,,
0.84,2.09,1.94,1.97,2.37,1.24,17.59,1.34,3.49,,,,,,,,
0.85,2.09,1.95,1.96,2.36,1.23,17.62,,,,,,,,,,
0.86,2.09,1.95,1.96,2.36,1.22,17.66,,,,,,,,,,
0.86,2.09,1.96,1.95,2.36,1.21,17.69,,,,,,,,,,
0.87,2.09,1.97,1.94,2.35,1.2,17.72,,,,,,,,,,
0.88,2.09,1.97,1.93,2.35,1.19,17.75,,,,,,,,,,
0.89,2.09,1.98,1.93,2.35,1.18,17.78,,,,,,,,,,
0.9,2.1,1.99,1.92,2.34,1.17,17.8,,,,,,,,,,
0.91,2.1,1.99,1.91,2.34,1.16,17.83,,,,,,,,,,
0.92,2.1,2.0,1.9,2.34,1.15,17.85,,,,,,,,,,
0.93,2.1,2.0,1.89,2.33,1.14,17.88,1.43,3.5,,,,,,,,
0.94,2.1,2.01,1.89,2.33,1.13,17.9,,,,,,,,,,
0.95,2.1,2.02,1.88,2.33,1.13,17.92,,,,,,,,,,
0.96,2.1,2.02,1.87,2.32,1.12,17.94,,,,,,,,,,
0.97,2.1,2.03,1.86,2.32,1.11,17.96,,,,,,,,,,
0.98,2.1,2.03,1.85,2.32,1.1,17.98,,,,,,,,,,
0.99,2.1,2.04,1.84,2.31,1.09,17.99,,,,,,,,,,
1.0,2.1,2.04,1.84,2.31,1.08,18.01,,,,,,,,,,
1.01,2.1,2.05,1.83,2.3,1.07,18.02,,,,,,,,,,
1.02,2.1,2.05,1.82,2.3,1.06,18.03,,,,,,,,,,
1.03,2.1,2.06,1.81,2.29,1.05,18.04,1.53,3.5,,,,,,,,
1.04,2.1,2.06,1.8,2.29,1.04,18.05,,,,,,,,,,
1.05,2.1,2.07,1.79,2.29,1.03,18.06,,,,,,,,,,
1.06,2.1,2.07,1.78,2.28,1.03,18.07,,,,,,,,,,
1.07,2.1,2.08,1.78,2.28,1.02,18.08,,,,,,,,,,
1.08,2.1,2.08,1.77,2.27,1.01,18.08,,,,,,,,,,
1.09,2.1,2.09,1.76,2.27,1.0,18.09,,,,,,,,,,
1.1,2.09,2.09,1.75,2.26,0.99,18.09,,,,,,,,,,
1.11,2.09,2.1,1.74,2.26,0.98,18.09,,,,,,,,,,
1.12,2.09,2.1,1.73,2.25,0.97,18.09,,,,,,,,,,
1.13,2.09,2.11,1.72,2.25,0.97,18.09,1.63,3.49,,,,,,,,
1.14,2.09,2.11,1.71,2.24,0.96,18.09,,,,,,,,,,
1.15,2.09,2.11,1.7,2.23,0.95,18.09,,,,,,,,,,
1.16,2.09,2.12,1.7,2.23,0.94,18.08,,,,,,,,,,
1.17,2.08,2.12,1.69,2.22,0.93,18.08,,,,,,,,,,
1.18,2.08,2.13,1.68,2.22,0.92,18.07,,,,,,,,,,
1.19,2.08,2.13,1.67,2.21,0.92,18.06,,,,,,,,,,
1.2,2.08,2.13,1.66,2.21,0.91,18.05,,,,,,,,,,
1.21,2.08,2.14,1.65,2.2,0.9,18.04,,,,,,,,,,
1.22,2.07,2.14,1.64,2.19,0.89,18.03,,,,,,,,,,
1.23,2.07,2.14,1.63,2.19,0.88,18.01,1.73,3.47,,,,,,,,
1.24,2.07,2.15,1.62,2.18,0.88,18.0,,,,,,,,,,
1.25,2.07,2.15,1.61,2.18,0.87,17.98,,,,,,,,,,
1.26,2.07,2.15,1.6,2.17,0.86,17.97,,,,,,,,,,
1.27,2.06,2.16,1.59,2.16,0.85,17.95,,,,,,,,,,
1.28,2.06,2.16,1.58,2.16,0.85,17.93,,,,,,,,,,
1.29,2.06,2.16,1.57,2.15,0.84,17.91,,,,,,,,,,
1.3,2.05,2.16,1.56,2.14,0.83,17.88,,,,,,,,,,
1.31,2.05,2.17,1.55,2.14,0.82,17.86,,,,,,,,,,
1.32,2.05,2.17,1.54,2.13,0.82,17.84,,,,,,,,,,
1.33,2.04,2.17,1.53,2.12,0.81,17.81,1.83,3.44,,,,,,,,
1.34,2.04,2.17,1.52,2.12,0.8,17.78,,,,,,,,,,
1.35,2.04,2.18,1.51,2.11,0.79,17.75,,,,,,,,,,
1.36,2.03,2.18,1.5,2.1,0.79,17.72,,,,,,,,,,
1.37,2.03,2.18,1.5,2.09,0.78,17.69,,,,,,,,,,
1.38,2.03,2.18,1.49,2.09,0.77,17.66,,,,,,,,,,
1.38,2.02,2.18,1.48,2.08,0.77,17.63,,,,,,,,,,
1.39,2.02,2.19,1.47,2.07,0.76,17.59,,,,,,,,,,
1.4,2.02,2.19,1.46,2.06,0.75,17.55,,,,,,,,,,
1.41,2.01,2.19,1.45,2.06,0.75,17.52,,,,,,,,,,
1.42,2.01,2.19,1.44,2.05,0.74,17.48,1.92,3.41,,,,,,,,
1.43,2.0,2.19,1.43,2.04,0.73,17.44,,,,,,,,,,
1.44,2.0,2.19,1.42,2.03,0.73,17.4,,,,,,,,,,
1.45,1.99,2.19,1.41,2.03,0.72,17.35,,,,,,,,,,
1.46,1.99,2.2,1.4,2.02,0.71,17.31,,,,,,,,,,
1.47,1.98,2.2,1.39,2.01,0.71,17.26,,,,,,,,,,
1.47,1.98,2.2,1.38,2.0,0.7,17.22,,,,,,,,,,
1.48,1.98,2.2,1.37,1.99,0.7,17.17,,,,,,,,,,
1.49,1.97,2.2,1.36,1.99,0.69,17.12,,,,,,,,,,
1.5,1.97,2.2,1.35,1.98,0.68,17.07,,,,,,,,,,
1.51,1.96,2.2,1.34,1.97,0.68,17.02,2.01,3.36,,,,,,,,
1.52,1.96,2.2,1.33,1.96,0.67,16.97,,,,,,,,,,
1.53,1.95,2.2,1.32,1.95,0.67,16.91,,,,,,,,,,
1.54,1.94,2.2,1.31,1.95,0.66,16.86,,,,,,,,,,
1.54,1.94,2.2,1.3,1.94,0.66,16.8,,,,,,,,,,
1.55,1.93,2.2,1.29,1.93,0.65,16.74,,,,,,,,,,
1.56,1.93,2.2,1.28,1.92,0.65,16.69,,,,,,,,,,
1.57,1.92,2.2,1.27,1.91,0.64,16.63,,,,,,,,,,
1.58,1.92,2.2,1.26,1.9,0.64,16.56,,,,,,,,,,
1.58,1.91,2.2,1.25,1.89,0.63,16.5,,,,,,,,,,
1.59,1.91,2.2,1.24,1.89,0.63,16.44,2.09,3.31,,,,,,,,
1.6,1.9,2.2,1.23,1.88,0.62,16.37,,,,,,,,,,
1.61,1.89,2.2,1.22,1.87,0.62,16.31,,,,,,,,,,
1.62,1.89,2.2,1.21,1.86,0.61,16.24,,,,,,,,,,
1.62,1.88,2.19,1.2,1.85,0.61,16.17,,,,,,,,,,
1.63,1.87,2.19,1.19,1.84,0.6,16.1,,,,,,,,,,
1.64,1.87,2.19,1.18,1.83,0.6,16.03,,,,,,,,,,
1.65,1.86,2.19,1.17,1.82,0.59,15.96,,,,,,,,,,
1.66,1.86,2.19,1.16,1.81,0.59,15.89,,,,,,,,,,
1.66,1.85,2.19,1.15,1.81,0.59,15.81,,,,,,,,,,
1.67,1.84,2.19,1.14,1.8,0.58,15.74,2.17,3.24,25.67,26.24,26.99,26.34,1.07,5.34,88.71,93.78
1.68,1.84,2.18,1.13,1.79,0.58,15.66,,,,,,,,,,
1.68,1.83,2.18,1.12,1.78,0.57,15.58,,,,,,,,,,
1.69,1.82,2.18,1.11,1.77,0.57,15.51,,,,,,,,,,
1.7,1.81,2.18,1.1,1.76,0.57,15.43,,,,,,,,,,
1.71,1.81,2.18,1.09,1.75,0.56,15.35,,,,,,,,,,
1.71,1.8,2.18,1.08,1.74,0.56,15.26,,,,,,,,,,
1.72,1.79,2.17,1.07,1.73,0.56,15.18,,,,,,,,,,
1.73,1.79,2.17,1.06,1.72,0.55,15.1,,,,,,,,,,
1.73,1.78,2.17,1.05,1.71,0.55,15.01,,,,,,,,,,
1.74,1.77,2.17,1.04,1.7,0.55,14.93,2.24,3.17,,,,,,,,
1.75,1.76,2.16,1.03,1.69,0.54,14.84,,,,,,,,,,
1.75,1.76,2.16,1.02,1.68,0.54,14.75,,,,,,,,,,
1.76,1.75,2.16,1.01,1.67,0.54,14.66,,,,,,,,,,
1.77,1.74,2.15,1.0,1.66,0.54,14.57,,,,,,,,,,
1.77,1.73,2.15,0.99,1.65,0.53,14.48,,,,,,,,,,
1.78,1.73,2.15,0.98,1.64,0.53,14.39,,,,,,,,,,
1.79,1.72,2.14,0.97,1.63,0.53,14.3,,,,,,,,,,
1.79,1.71,2.14,0.96,1.63,0.53,14.2,,,,,,,,,,
1.8,1.7,2.14,0.95,1.62,0.52,14.11,,,,,,,,,,
1.8,1.69,2.13,0.94,1.61,0.52,14.01,2.3,3.09,,,,,,,,
1.81,1.69,2.13,0.93,1.6,0.52,13.91,,,,,,,,,,
1.82,1.68,2.13,0.93,1.59,0.52,13.82,,,,,,,,,,
1.82,1.67,2.12,0.92,1.58,0.52,13.72,,,,,,,,,,
1.83,1.66,2.12,0.91,1.57,0.51,13.62,,,,,,,,,,
1.83,1.65,2.12,0.9,1.56,0.51,13.52,,,,,,,,,,
1.84,1.64,2.11,0.89,1.55,0.51,13.42,,,,,,,,,,
1.84,1.64,2.11,0.88,1.54,0.51,13.31,,,,,,,,,,
1.85,1.63,2.1,0.87,1.53,0.51,13.21,,,,,,,,,,
1.85,1.62,2.1,0.86,1.52,0.51,13.11,,,,,,,,,,
1.86,1.61,2.09,0.85,1.51,0.51,13.0,2.36,3.01,,,,,,,,
1.86,1.6,2.09,0.84,1.5,0.5,12.89,,,,,,,,,,
1.87,1.59,2.09,0.83,1.49,0.5,12.79,,,,,,,,,,
1.87,1.58,2.08,0.83,1.48,0.5,12.68,,,,,,,,,,
1.88,1.58,2.08,0.82,1.47,0.5,12.57,,,,,,,,,,
1.88,1.57,2.07,0.81,1.46,0.5,12.46,,,,,,,,,,
1.89,1.56,2.07,0.8,1.45,0.5,12.35,,,,,,,,,,
1.89,1.55,2.06,0.79,1.44,0.5,12.24,,,,,,,,,,
1.9,1.54,2.06,0.78,1.43,0.5,12.13,,,,,,,,,,
1.9,1.53,2.05,0.77,1.42,0.5,12.02,,,,,,,,,,
1.91,1.52,2.05,0.77,1.41,0.5,11.91,2.41,2.92,,,,,,,,
1.91,1.51,2.04,0.76,1.4,0.5,11.79,,,,,,,,,,
1.91,1.5,2.03,0.75,1.39,0.5,11.68,,,,,,,,,,
1.92,1.5,2.03,0.74,1.38,0.5,11.56,,,,,,,,,,
1.92,1.49,2.02,0.73,1.37,0.5,11.45,,,,,,,,,,
1.93,1.48,2.02,0.72,1.36,0.5,11.33,,,,,,,,,,
1.93,1.47,2.01,0.72,1.35,0.5,11.22,,,,,,,,,,
1.93,1.46,2.01,0.71,1.34,0.5,11.1,,,,,,,,,,
1.94,1.45,2.0,0.7,1.33,0.5,10.98,,,,,,,,,,
1.94,1.44,1.99,0.69,1.32,0.5,10.86,,,,,,,,,,
1.94,1.43,1.99,0.68,1.31,0.5,10.74,2.44,2.83,,,,,,,,
1.95,1.42,1.98,0.68,1.3,0.51,10.62,,,,,,,,,,
1.95,1.41,1.98,0.67,1.29,0.51,10.5,,,,,,,,,,
1.95,1.4,1.97,0.66,1.28,0.51,10.38,,,,,,,,,,
1.96,1.39,1.96,0.65,1.27,0.51,10.26,,,,,,,,,,
1.96,1.38,1.96,0.65,1.26,0.51,10.14,,,,,,,,,,
1.96,1.37,1.95,0.64,1.25,0.51,10.02,,,,,,,,,,
1.96,1.36,1.94,0.63,1.24,0.51,9.89,,,,,,,,,,
1.97,1.35,1.94,0.62,1.23,0.51,9.77,,,,,,,,,,
1.97,1.34,1.93,0.62,1.22,0.52,9.65,,,,,,,,,,
1.97,1.33,1.92,0.61,1.21,0.52,9.52,2.47,2.73,,,,,,,,
1.97,1.32,1.92,0.6,1.2,0.52,9.4,,,,,,,,,,
1.98,1.31,1.91,0.59,1.19,0.52,9.27,,,,,,,,,,
1.98,1.3,1.9,0.59,1.18,0.52,9.15,,,,,,,,,,
1.98,1.3,1.89,0.58,1.17,0.53,9.02,,,,,,,,,,
1.98,1.29,1.89,0.57,1.16,0.53,8.9,,,,,,,,,,
1.98,1.28,1.88,0.57,1.15,0.53,8.77,,,,,,,,,,
1.99,1.27,1.87,0.56,1.14,0.53,8.64,,,,,,,,,,
1.99,1.26,1.86,0.55,1.13,0.54,8.52,,,,,,,,,,
1.99,1.25,1.86,0.55,1.12,0.54,8.39,,,,,,,,,,
1.99,1.24,1.85,0.54,1.11,0.54,8.26,2.49,2.64,,,,,,,,
1.99,1.23,1.84,0.53,1.1,0.55,8.13,,,,,,,,,,
1.99,1.22,1.83,0.53,1.09,0.55,8.0,,,,,,,,,,
1.99,1.21,1.83,0.52,1.08,0.55,7.88,,,,,,,,,,
2.0,1.2,1.82,0.51,1.07,0.55,7.75,,,,,,,,,,
2.0,1.19,1.81,0.51,1.06,0.56,7.62,,,,,,,,,,
2.0,1.18,1.8,0.5,1.05,0.56,7.49,,,,,,,,,,
2.0,1.17,1.79,0.5,1.04,0.57,7.36,,,,,,,,,,
2.0,1.16,1.79,0.49,1.04,0.57,7.23,,,,,,,,,,
2.0,1.15,1.78,0.48,1.03,0.57,7.1,,,,,,,,,,
2.0,1.14,1.77,0.48,1.02,0.58,6.97,2.5,2.54,,,,,,,,
2.0,1.13,1.76,0.47,1.01,0.58,6.84,,,,,,,,,,
2.0,1.12,1.75,0.47,1.0,0.58,6.71,,,,,,,,,,
2.0,1.11,1.75,0.46,0.99,0.59,6.58,,,,,,,,,,
2.0,1.1,1.74,0.46,0.98,0.59,6.45,,,,,,,,,,
2.0,1.09,1.73,0.45,0.97,0.6,6.32,,,,,,,,,,
2.0,1.08,1.72,0.45,0.96,0.6,6.19,,,,,,,,,,
2.0,1.07,1.71,0.44,0.95,0.61,6.06,,,,,,,,,,
2.0,1.06,1.7,0.44,0.94,0.61,5.93,,,,,,,,,,
2.0,1.05,1.69,0.43,0.94,0.61,5.8,,,,,,,,,,
2.0,1.04,1.69,0.43,0.93,0.62,5.67,2.5,2.44,,,,,,,,
2.0,1.03,1.68,0.42,0.92,0.62,5.54,,,,,,,,,,
2.0,1.02,1.67,0.42,0.91,0.63,5.41,,,,,,,,,,
2.0,1.01,1.66,0.41,0.9,0.63,5.28,,,,,,,,,,
1.99,1.0,1.65,0.41,0.89,0.64,5.15,,,,,,,,,,
1.99,0.99,1.64,0.4,0.88,0.64,5.02,,,,,,,,,,
1.99,0.98,1.63,0.4,0.87,0.65,4.89,,,,,,,,,,
1.99,0.97,1.62,0.39,0.87,0.65,4.76,,,,,,,,,,
1.99,0.96,1.61,0.39,0.86,0.66,4.63,,,,,,,,,,
1.99,0.95,1.61,0.39,0.85,0.67,4.51,,,,,,,,,,
1.99,0.94,1.6,0.38,0.84,0.67,4.38,2.49,2.34,25.99,25.34,26.4,25.58,1.1,5.49,84.19,93.15
1.98,0.93,1.59,0.38,0.83,0.68,4.25,,,,,,,,,,
1.98,0.92,1.58,0.37,0.82,0.68,4.12,,,,,,,,,,
1.98,0.91,1.57,0.37,0.82,0.69,3.99,,,,,,,,,,
1.98,0.9,1.56,0.37,0.81,0.69,3.86,,,,,,,,,,
1.98,0.89,1.55,0.36,0.8,0.7,3.74,,,,,,,,,,
1.98,0.88,1.54,0.36,0.79,0.71,3.61,,,,,,,,,,
1.97,0.87,1.53,0.36,0.78,0.71,3.48,,,,,,,,,,
1.97,0.86,1.52,0.35,0.78,0.72,3.36,,,,,,,,,,
1.97,0.85,1.51,0.35,0.77,0.72,3.23,,,,,,,,,,
1.97,0.84,1.5,0.35,0.76,0.73,3.1,2.47,2.24,,,,,,,,
1.96,0.83,1.49,0.34,0.75,0.74,2.98,,,,,,,,,,
1.96,0.82,1.48,0.34,0.75,0.74,2.85,,,,,,,,,,
1.96,0.81,1.47,0.34,0.74,0.75,2.73,,,,,,,,,,
1.95,0.8,1.46,0.34,0.73,0.76,2.6,,,,,,,,,,
1.95,0.79,1.45,0.33,0.72,0.76,2.48,,,,,,,,,,
1.95,0.78,1.44,0.33,0.72,0.77,2.36,,,,,,,,,,
1.94,0.77,1.43,0.33,0.71,0.78,2.23,,,,,,,,,,
1.94,0.76,1.43,0.33,0.7,0.78,2.11,,,,,,,,,,
1.94,0.75,1.42,0.32,0.69,0.79,1.99,,,,,,,,,,
1.93,0.74,1.41,0.32,0.69,0.8,1.87,2.43,2.14,,,,,,,,
1.93,0.73,1.4,0.32,0.68,0.81,1.74,,,,,,,,,,
1.93,0.73,1.39,0.32,0.67,0.81,1.62,,,,,,,,,,
1.92,0.72,1.38,0.32,0.67,0.82,1.5,,,,,,,,,,
1.92,0.71,1.37,0.31,0.66,0.83,1.38,,,,,,,,,,
1.92,0.7,1.36,0.31,0.65,0.83,1.27,,,,,,,,,,
1.91,0.69,1.35,0.31,0.65,0.84,1.15,,,,,,,,,,
1.91,0.68,1.34,0.31,0.64,0.85,1.03,,,,,,,,,,
1.9,0.67,1.33,0.31,0.63,0.86,0.91,,,,,,,,,,
1.9,0.66,1.32,0.31,0.63,0.87,0.8,,,,,,,,,,
1.89,0.65,1.31,0.31,0.62,0.87,0.68,2.39,2.05,,,,,,,,
1.89,0.64,1.3,0.3,0.61,0.88,0.56,,,,,,,,,,
1.89,0.63,1.29,0.3,0.61,0.89,0.45,,,,,,,,,,
1.88,0.63,1.28,0.3,0.6,0.9,0.34,,,,,,,,,,
1.88,0.62,1.27,0.3,0.6,0.9,0.22,,,,,,,,,,
1.87,0.61,1.26,0.3,0.59,0.91,0.11,,,,,,,,,,
1.87,0.6,1.25,0.3,0.58,0.92,-0.0,,,,,,,,,,
1.86,0.59,1.24,0.3,0.58,0.93,-0.11,,,,,,,,,,
1.86,0.58,1.23,0.3,0.57,0.94,-0.22,,,,,,,,,,
1.85,0.57,1.22,0.3,0.57,0.95,-0.33,,,,,,,,,,
1.85,0.57,1.21,0.3,0.56,0.95,-0.44,2.35,1.97,,,,,,,,
1.84,0.56,1.2,0.3,0.56,0.96,-0.55,,,,,,,,,,
1.83,0.55,1.19,0.3,0.55,0.97,-0.66,,,,,,,,,,
1.83,0.54,1.18,0.3,0.55,0.98,-0.76,,,,,,,,,,
1.82,0.53,1.17,0.3,0.54,0.99,-0.87,,,,,,,,,,
1.82,0.52,1.16,0.3,0.54,1.0,-0.97,,,,,,,,,,
1.81,0.52,1.15,0.3,0.53,1.0,-1.08,,,,,,,,,,
1.81,0.51,1.14,0.3,0.53,1.01,-1.18,,,,,,,,,,
1.8,0.5,1.13,0.3,0.52,1.02,-1.28,,,,,,,,,,
1.79,0.49,1.12,0.3,0.52,1.03,-1.38,,,,,,,,,,
1.79,0.48,1.11,0.3,0.51,1.04,-1.48,2.29,1.88,,,,,,,,
1.78,0.48,1.1,0.31,0.51,1.05,-1.58,,,,,,,,,,
1.78,0.47,1.09,0.31,0.5,1.06,-1.68,,,,,,,,,,
1.77,0.46,1.08,0.31,0.5,1.07,-1.78,,,,,,,,,,
1.76,0.45,1.07,0.31,0.49,1.08,-1.88,,,,,,,,,,
